provider_id,provider_name,provider_type,state,city,network_tier,avg_billing_amount,peer_avg_billing,billing_ratio,active,is_anomaly,is_fraud_ring
HSP0421,"Bora, Bath and Sampath Hospital",Hospital,Telangana,Rajkot,Network-C,32992.23,30000,1.1,True,False,False
HSP0422,"Bhasin, Biswas and Sodhi Hospital",Hospital,Bihar,Baranagar,Network-A,30034.5,30000,1.001,True,False,False
HSP0423,Gole-Deshmukh Hospital,Hospital,Punjab,Dindigul,Network-B,33442.7,30000,1.115,True,False,False
HSP0424,Sen-Purohit Hospital,Hospital,Haryana,Jodhpur,Network-C,32135.66,30000,1.071,True,False,False
HSP0425,"Zacharia, Deol and Pall Hospital",Hospital,Delhi,Mangalore,Network-C,35527.52,30000,1.184,True,False,False
HSP0426,"Ramaswamy, Wadhwa and Datta Hospital",Hospital,Uttarakhand,Delhi,Out-of-Network,28224.61,30000,0.941,True,False,False
HSP0427,Misra Group Hospital,Hospital,Maharashtra,Katihar,Out-of-Network,25125.69,30000,0.838,True,False,False
HSP0428,Karpe-Kota Hospital,Hospital,Uttar Pradesh,Sri Ganganagar,Network-B,33453.51,30000,1.115,True,False,False
HSP0429,Majumdar and Sons Hospital,Hospital,West Bengal,Patna,Network-C,27615.84,30000,0.921,True,False,False
HSP0430,"Saini, Babu and Khosla Hospital",Hospital,Karnataka,Jabalpur,Network-C,31901.77,30000,1.063,True,False,False
HSP0431,Bandi Group Hospital,Hospital,Andhra Pradesh,Sambalpur,Network-A,32543.01,30000,1.085,True,False,False
HSP0432,"Basu, Ratti and Sarna Hospital",Hospital,Maharashtra,Panvel,Network-A,28179.31,30000,0.939,True,False,False
HSP0433,Bhalla and Sons Hospital,Hospital,Andhra Pradesh,Muzaffarpur,Network-B,35341.78,30000,1.178,True,False,False
HSP0434,"Nagar, Nagi and Khalsa Hospital",Hospital,Telangana,Asansol,Network-B,34399.31,30000,1.147,True,False,False
HSP0435,"Verma, Kant and Sachdev Hospital",Hospital,Uttar Pradesh,Panipat,Network-A,30375.51,30000,1.013,True,False,False
HSP0436,Gill Ltd Hospital,Hospital,Haryana,Miryalaguda,Network-A,24326.19,30000,0.811,True,False,False
HSP0437,Batta-Padmanabhan Hospital,Hospital,Tamil Nadu,Loni,Network-C,32927.94,30000,1.098,True,False,False
HSP0438,Saha-Rege Hospital,Hospital,Maharashtra,Dewas,Network-B,31685.27,30000,1.056,True,False,False
HSP0439,Gour-Yogi Hospital,Hospital,Uttar Pradesh,New Delhi,Network-C,28194.76,30000,0.94,True,False,False
HSP0440,Mital Ltd Hospital,Hospital,Chhattisgarh,Madhyamgram,Out-of-Network,34834.71,30000,1.161,True,False,False
HSP0441,Sachar Group Hospital,Hospital,Karnataka,Munger,Network-A,26541.27,30000,0.885,True,False,False
HSP0442,Kumer and Sons Hospital,Hospital,Bihar,Vijayawada,Network-A,35877.88,30000,1.196,True,False,False
HSP0443,Prabhakar-Chanda Hospital,Hospital,Bihar,Faridabad,Network-C,30962.88,30000,1.032,True,False,False
HSP0444,Purohit-Baral Hospital,Hospital,Rajasthan,Maheshtala,Network-C,31661.61,30000,1.055,True,False,False
HSP0445,"Kalla, Srinivas and Joshi Hospital",Hospital,Tamil Nadu,Avadi,Network-B,28152.77,30000,0.938,True,False,False
HSP0446,Kakar and Sons Hospital,Hospital,Delhi,Nangloi Jat,Network-C,27128.45,30000,0.904,True,False,False
HSP0447,Jayaraman Group Hospital,Hospital,Haryana,Suryapet,Network-C,27962.42,30000,0.932,True,False,False
HSP0448,Mandal-Rai Hospital,Hospital,Uttar Pradesh,Deoghar,Network-A,33180.29,30000,1.106,True,False,False
HSP0449,"Parmer, Morar and Lal Hospital",Hospital,Gujarat,Anand,Network-C,34917.56,30000,1.164,True,False,False
HSP0450,Shukla-Chaudhari Hospital,Hospital,Odisha,Imphal,Network-B,30651.43,30000,1.022,True,False,False
HSP0451,Prabhakar LLC Hospital,Hospital,Rajasthan,Ranchi,Network-C,25620.96,30000,0.854,True,False,False
HSP0452,"Kant, Dhingra and Babu Hospital",Hospital,Tamil Nadu,Begusarai,Network-C,24888.85,30000,0.83,True,False,False
HSP0453,"Sahni, Merchant and Dua Hospital",Hospital,Madhya Pradesh,Ozhukarai,Network-A,26668.42,30000,0.889,True,False,False
HSP0454,Raghavan PLC Hospital,Hospital,Telangana,Panchkula,Network-A,33957.0,30000,1.132,True,False,False
HSP0455,"Nazareth, Kurian and Suresh Hospital",Hospital,Uttar Pradesh,Jaunpur,Network-B,29990.33,30000,1.0,True,False,False
HSP0456,Pandey and Sons Hospital,Hospital,West Bengal,Bongaigaon,Network-B,30343.89,30000,1.011,True,False,False
HSP0457,Gour-Bhargava Hospital,Hospital,Telangana,Aurangabad,Network-A,30188.25,30000,1.006,True,False,False
HSP0458,"Bava, Ahuja and Sachar Hospital",Hospital,Uttarakhand,Ahmednagar,Network-B,29619.85,30000,0.987,True,False,False
HSP0459,Dora Inc Hospital,Hospital,Maharashtra,Dibrugarh,Network-A,26602.99,30000,0.887,True,False,False
HSP0460,Prakash-Bhasin Hospital,Hospital,Andhra Pradesh,Morbi,Network-B,33230.91,30000,1.108,True,False,False
HSP0461,Ahuja PLC Hospital,Hospital,Andhra Pradesh,Ahmedabad,Network-B,25851.4,30000,0.862,True,False,False
HSP0462,Wagle Ltd Hospital,Hospital,Delhi,Jorhat,Network-C,27914.86,30000,0.93,True,False,False
HSP0463,Badal-Thakkar Hospital,Hospital,Madhya Pradesh,Mangalore,Network-C,26768.15,30000,0.892,True,False,False
HSP0464,Char PLC Hospital,Hospital,Maharashtra,New Delhi,Network-C,34196.76,30000,1.14,True,False,False
HSP0465,Vyas LLC Hospital,Hospital,Gujarat,Shimoga,Network-B,27005.2,30000,0.9,True,False,False
HSP0466,Brar-Prakash Hospital,Hospital,Punjab,Jaunpur,Out-of-Network,35883.34,30000,1.196,True,False,False
HSP0467,"Kohli, Kara and Mital Hospital",Hospital,Rajasthan,Patna,Network-C,35195.2,30000,1.173,True,False,False
HSP0468,Ravi Group Hospital,Hospital,Maharashtra,Suryapet,Network-C,27638.42,30000,0.921,True,False,False
HSP0469,Bhalla-Andra Hospital,Hospital,West Bengal,Gwalior,Out-of-Network,34873.28,30000,1.162,True,False,False
HSP0470,Saraf-Narula Hospital,Hospital,Himachal Pradesh,Dehri,Network-B,30567.39,30000,1.019,True,False,False
HSP0471,Karpe and Sons Hospital,Hospital,Maharashtra,Gopalpur,Network-C,28899.88,30000,0.963,True,False,False
HSP0472,Borde Ltd Hospital,Hospital,Karnataka,Tinsukia,Network-B,25526.71,30000,0.851,True,False,False
HSP0473,"Bali, Gola and Murty Hospital",Hospital,Uttar Pradesh,Dhule,Network-B,26734.41,30000,0.891,True,False,False
HSP0474,"Dhawan, Rao and Bose Hospital",Hospital,Odisha,Ujjain,Network-A,27796.34,30000,0.927,True,False,False
HSP0475,"Khosla, Ramachandran and Zachariah Hospital",Hospital,Rajasthan,Yamunanagar,Network-B,24779.36,30000,0.826,True,False,False
HSP0476,"Dey, Brar and Tella Hospital",Hospital,Punjab,Meerut,Network-A,34185.51,30000,1.14,True,False,False
HSP0477,Sarkar and Sons Hospital,Hospital,Rajasthan,Mau,Network-B,29314.22,30000,0.977,True,False,False
HSP0478,"Ranganathan, Narain and Balan Hospital",Hospital,Uttar Pradesh,Hospet,Network-C,24132.2,30000,0.804,True,False,False
HSP0479,Kari-Parekh Hospital,Hospital,Uttar Pradesh,Bhiwani,Network-B,25800.47,30000,0.86,True,False,False
HSP0480,Rai Inc Hospital,Hospital,Tamil Nadu,Shahjahanpur,Network-C,31193.12,30000,1.04,True,False,False
HSP0481,"Borah, Butala and Loyal Hospital",Hospital,Maharashtra,Nadiad,Network-B,29726.79,30000,0.991,True,False,False
HSP0482,"Dube, Ramachandran and Nadig Hospital",Hospital,Gujarat,Aligarh,Network-A,28226.55,30000,0.941,True,False,False
HSP0483,Ahluwalia LLC Hospital,Hospital,Andhra Pradesh,Karimnagar,Network-B,31728.11,30000,1.058,True,False,False
HSP0484,Chaudry-Deo Hospital,Hospital,Uttar Pradesh,Gaya,Network-C,32540.47,30000,1.085,True,False,False
HSP0485,Sen-Vala Hospital,Hospital,Maharashtra,Kota,Network-C,26946.79,30000,0.898,False,False,False
HSP0486,Chakraborty LLC Hospital,Hospital,Gujarat,Kavali,Network-B,28967.16,30000,0.966,True,False,False
HSP0487,"Nair, Rajan and Arora Hospital",Hospital,Uttar Pradesh,Haridwar,Out-of-Network,26416.18,30000,0.881,True,False,False
HSP0488,Chad-Kibe Hospital,Hospital,Andhra Pradesh,Nadiad,Out-of-Network,35423.15,30000,1.181,False,False,False
HSP0489,Dewan LLC Hospital,Hospital,Uttar Pradesh,Agartala,Out-of-Network,34870.83,30000,1.162,True,False,False
HSP0490,Dhingra-Bhatnagar Hospital,Hospital,Odisha,Raebareli,Network-A,34197.47,30000,1.14,True,False,False
HSP0491,Sama-Mistry Hospital,Hospital,Rajasthan,Solapur,Network-B,30862.1,30000,1.029,True,False,False
HSP0492,Krishnamurthy-Koshy Hospital,Hospital,Telangana,Hindupur,Network-A,32757.37,30000,1.092,True,False,False
HSP0493,"Hayre, Shankar and Chhabra Hospital",Hospital,Maharashtra,Avadi,Network-B,27746.57,30000,0.925,True,False,False
HSP0494,Randhawa LLC Hospital,Hospital,Telangana,Ozhukarai,Network-B,26097.69,30000,0.87,True,False,False
HSP0495,Natt-Sani Hospital,Hospital,Maharashtra,Dewas,Out-of-Network,32809.76,30000,1.094,True,False,False
HSP0496,Iyer-Srinivas Hospital,Hospital,Uttar Pradesh,Belgaum,Network-B,34220.67,30000,1.141,True,False,False
HSP0497,Nagar-Manne Hospital,Hospital,Rajasthan,Ramgarh,Out-of-Network,27094.73,30000,0.903,True,False,False
HSP0498,Nanda Group Hospital,Hospital,West Bengal,Singrauli,Network-A,25060.83,30000,0.835,True,False,False
HSP0499,Comar-Iyengar Hospital,Hospital,Karnataka,Jamalpur,Network-A,29703.67,30000,0.99,True,False,False
HSP0500,Shenoy Ltd Hospital,Hospital,Jharkhand,Bahraich,Network-B,34148.39,30000,1.138,True,False,False
HSP0501,Biswas-Rege Hospital,Hospital,Uttar Pradesh,Kolhapur,Network-B,35435.7,30000,1.181,True,False,False
HSP0502,"Mitter, Khurana and Krishnan Hospital",Hospital,Bihar,Bhusawal,Network-C,29871.18,30000,0.996,True,False,False
HSP0503,Borah-Sen Hospital,Hospital,Chhattisgarh,Ballia,Network-C,24568.47,30000,0.819,True,False,False
HSP0504,Warrior-Toor Hospital,Hospital,Chhattisgarh,Tinsukia,Network-B,28972.25,30000,0.966,True,False,False
HSP0505,Parsa Ltd Hospital,Hospital,Jharkhand,Moradabad,Network-A,31372.63,30000,1.046,True,False,False
HSP0506,Pant and Sons Hospital,Hospital,Rajasthan,Phusro,Network-A,24165.33,30000,0.806,True,False,False
HSP0507,"Ratta, Narula and Sani Hospital",Hospital,Maharashtra,Hyderabad,Network-B,33723.63,30000,1.124,True,False,False
HSP0508,Kuruvilla and Sons Hospital,Hospital,Maharashtra,Amroha,Network-B,24261.98,30000,0.809,True,False,False
HSP0509,Raman-Sheth Hospital,Hospital,Karnataka,Hapur,Network-B,25203.45,30000,0.84,True,False,False
HSP0510,Subramanian Inc Hospital,Hospital,West Bengal,Vijayanagaram,Network-A,31216.47,30000,1.041,True,False,False
HSP0511,D’Alia Ltd Hospital,Hospital,Jharkhand,Karnal,Network-C,31588.26,30000,1.053,True,False,False
HSP0512,Oza-Shah Hospital,Hospital,West Bengal,Saharsa,Network-A,29339.25,30000,0.978,True,False,False
HSP0513,Pall-Soni Hospital,Hospital,Chhattisgarh,Bahraich,Network-B,35851.77,30000,1.195,False,False,False
HSP0514,"Sethi, Nagar and Bhavsar Hospital",Hospital,Maharashtra,Varanasi,Network-C,27886.82,30000,0.93,True,False,False
HSP0515,"Contractor, Bajaj and Oza Hospital",Hospital,West Bengal,Dehradun,Network-B,25571.06,30000,0.852,True,False,False
HSP0516,"Kohli, Varty and Ghosh Hospital",Hospital,West Bengal,Bathinda,Network-B,30048.77,30000,1.002,True,False,False
HSP0517,"Sandhu, Shere and Kata Hospital",Hospital,Madhya Pradesh,Udaipur,Out-of-Network,30028.96,30000,1.001,True,False,False
HSP0518,Sankaran Group Hospital,Hospital,Haryana,Srikakulam,Network-B,34314.37,30000,1.144,True,False,False
HSP0519,Sengupta PLC Hospital,Hospital,Jharkhand,Pali,Network-C,28678.67,30000,0.956,True,False,False
HSP0520,Kala and Sons Hospital,Hospital,West Bengal,Rajkot,Network-A,27616.81,30000,0.921,False,False,False
HSP0521,"Chaudry, Yadav and Grover Hospital",Hospital,Madhya Pradesh,Anantapur,Network-A,32160.42,30000,1.072,True,False,False
HSP0522,Shankar Inc Hospital,Hospital,Tamil Nadu,Unnao,Network-B,28262.61,30000,0.942,True,False,False
HSP0523,"Munshi, Rama and Ramanathan Hospital",Hospital,Tamil Nadu,Karnal,Network-B,28335.59,30000,0.945,True,False,False
HSP0524,Shankar-Gera Hospital,Hospital,Odisha,Srikakulam,Network-A,34801.1,30000,1.16,True,False,False
HSP0525,"Chad, Desai and Munshi Hospital",Hospital,Andhra Pradesh,Mathura,Network-B,25487.26,30000,0.85,True,False,False
HSP0526,Dada-Goswami Hospital,Hospital,Telangana,Ajmer,Network-A,33683.33,30000,1.123,True,False,False
HSP0527,"Rama, Sahota and Devi Hospital",Hospital,Rajasthan,Bhusawal,Network-C,32563.04,30000,1.085,True,False,False
HSP0528,Sur Ltd Hospital,Hospital,Karnataka,Miryalaguda,Network-A,30230.01,30000,1.008,True,False,False
HSP0529,Suri LLC Hospital,Hospital,Delhi,Gaya,Network-C,24169.5,30000,0.806,True,False,False
HSP0530,Seshadri-Bera Hospital,Hospital,Haryana,Bangalore,Network-A,25298.99,30000,0.843,True,False,False
HSP0531,Deshpande-Hayer Hospital,Hospital,Himachal Pradesh,Kishanganj,Network-A,27352.26,30000,0.912,True,False,False
HSP0532,"Talwar, Rege and Swamy Hospital",Hospital,Kerala,Raiganj,Network-B,28068.09,30000,0.936,True,False,False
HSP0533,Ganesh-Butala Hospital,Hospital,Bihar,Muzaffarnagar,Network-A,26425.37,30000,0.881,True,False,False
HSP0534,Bali-Maharaj Hospital,Hospital,West Bengal,Siwan,Out-of-Network,30050.63,30000,1.002,True,False,False
HSP0535,Ganguly-Shankar Hospital,Hospital,Karnataka,Jamalpur,Network-C,33177.08,30000,1.106,True,False,False
HSP0536,"Chowdhury, Comar and Loyal Hospital",Hospital,Uttar Pradesh,Hosur,Network-B,33202.51,30000,1.107,True,False,False
HSP0537,Sastry PLC Hospital,Hospital,Karnataka,Khandwa,Out-of-Network,25132.1,30000,0.838,True,False,False
HSP0538,Kota LLC Hospital,Hospital,Uttar Pradesh,Hospet,Network-A,31874.76,30000,1.062,False,False,False
HSP0539,Pall-Chahal Hospital,Hospital,Uttar Pradesh,Kochi,Network-C,31228.92,30000,1.041,True,False,False
HSP0540,Kadakia Ltd Hospital,Hospital,Bihar,Phagwara,Network-B,28970.13,30000,0.966,False,False,False
HSP0541,"Sangha, Gandhi and Dewan Hospital",Hospital,Maharashtra,Tiruppur,Network-B,28712.82,30000,0.957,True,False,False
HSP0542,Panchal PLC Hospital,Hospital,Uttar Pradesh,Kavali,Network-B,34724.92,30000,1.157,True,False,False
HSP0543,"Ganguly, Naik and Master Hospital",Hospital,Karnataka,Chapra,Network-B,29012.92,30000,0.967,True,False,False
HSP0544,Varkey-Chandran Hospital,Hospital,Maharashtra,Bulandshahr,Network-A,28223.16,30000,0.941,True,False,False
HSP0545,Malhotra Ltd Hospital,Hospital,Madhya Pradesh,Mira-Bhayandar,Network-C,27080.66,30000,0.903,True,False,False
HSP0546,Dhingra Ltd Hospital,Hospital,Uttar Pradesh,Shahjahanpur,Out-of-Network,34057.64,30000,1.135,True,False,False
HSP0547,"Ramaswamy, Suri and Dhar Hospital",Hospital,Maharashtra,Vijayanagaram,Network-A,33818.73,30000,1.127,True,False,False
HSP0548,Seth-Borra Hospital,Hospital,Haryana,Sambhal,Out-of-Network,25382.23,30000,0.846,True,False,False
HSP0549,"Mall, Pillay and Sha Hospital",Hospital,Telangana,Khammam,Network-A,31174.27,30000,1.039,True,False,False
HSP0550,"Agate, Chander and Shanker Hospital",Hospital,Bihar,Rajkot,Network-B,27102.69,30000,0.903,True,False,False
HSP0551,"Rao, Kamdar and Sanghvi Hospital",Hospital,Bihar,Shimla,Out-of-Network,34736.74,30000,1.158,True,False,False
HSP0552,Naidu-Mander Hospital,Hospital,Karnataka,Motihari,Network-B,32616.75,30000,1.087,True,False,False
HSP0553,"De, Sundaram and Oza Hospital",Hospital,Chhattisgarh,Ranchi,Network-A,35997.18,30000,1.2,True,False,False
HSP0554,Sharaf Inc Hospital,Hospital,Uttar Pradesh,Sangli-Miraj & Kupwad,Network-B,35068.29,30000,1.169,True,False,False
HSP0555,Shan-Acharya Hospital,Hospital,Bihar,Panihati,Out-of-Network,35369.92,30000,1.179,True,False,False
HSP0556,"Deo, Mittal and Dutt Hospital",Hospital,Kerala,Tiruchirappalli,Network-B,28993.94,30000,0.966,True,False,False
HSP0557,"Patel, Krishna and Butala Hospital",Hospital,Uttar Pradesh,Dehradun,Network-B,32463.27,30000,1.082,True,False,False
HSP0558,Randhawa Ltd Hospital,Hospital,Andhra Pradesh,Muzaffarpur,Network-C,28068.19,30000,0.936,True,False,False
HSP0559,Chand-Chandran Hospital,Hospital,Bihar,Kakinada,Out-of-Network,32982.17,30000,1.099,True,False,False
HSP0560,Brahmbhatt-Deo Hospital,Hospital,Bihar,Kadapa,Network-B,28420.13,30000,0.947,True,False,False
HSP0561,"Saxena, Andra and Anand Hospital",Hospital,Jharkhand,Jamshedpur,Network-A,28426.54,30000,0.948,True,False,False
HSP0562,Deo-Sridhar Hospital,Hospital,Madhya Pradesh,Berhampur,Network-A,27142.76,30000,0.905,True,False,False
HSP0563,Chakraborty-Chaudry Hospital,Hospital,Madhya Pradesh,Satara,Network-B,30406.87,30000,1.014,True,False,False
HSP0564,Mistry-Devan Hospital,Hospital,Kerala,Guntur,Network-B,35594.43,30000,1.186,True,False,False
HSP0565,"Dhar, Biswas and Wali Hospital",Hospital,Uttar Pradesh,Phagwara,Network-C,24704.62,30000,0.823,True,False,False
HSP0566,"Gala, Sarraf and Panchal Hospital",Hospital,Tamil Nadu,Saharanpur,Out-of-Network,29500.52,30000,0.983,True,False,False
HSP0567,Savant-Kalla Hospital,Hospital,Odisha,Salem,Network-A,33018.23,30000,1.101,True,False,False
HSP0568,Dasgupta PLC Hospital,Hospital,Telangana,Etawah,Network-C,31547.38,30000,1.052,True,False,False
HSP0569,Murty-Dey Hospital,Hospital,Telangana,Bally,Network-C,34428.65,30000,1.148,False,False,False
HSP0570,"Chad, Kothari and Mane Hospital",Hospital,Odisha,Barasat,Network-A,34324.15,30000,1.144,True,False,False
HSP0571,Vasa PLC Hospital,Hospital,Madhya Pradesh,Katni,Network-A,28068.28,30000,0.936,True,False,False
HSP0572,Bhagat-Khatri Hospital,Hospital,Gujarat,Kharagpur,Network-A,34656.35,30000,1.155,True,False,False
HSP0573,Khosla Group Hospital,Hospital,Gujarat,Dehri,Network-B,35664.84,30000,1.189,True,False,False
HSP0574,Patel LLC Hospital,Hospital,Rajasthan,Munger,Network-B,27589.5,30000,0.92,False,False,False
HSP0575,"Salvi, Pau and Gera Hospital",Hospital,Telangana,Srinagar,Network-A,24058.29,30000,0.802,True,False,False
HSP0576,Bir Inc Hospital,Hospital,West Bengal,Thrissur,Network-C,29659.68,30000,0.989,True,False,False
HSP0577,Bhasin Group Hospital,Hospital,Maharashtra,Orai,Network-B,30260.57,30000,1.009,True,False,False
HSP0578,Sampath-Ratti Hospital,Hospital,Punjab,Jorhat,Network-C,35940.11,30000,1.198,True,False,False
HSP0579,"Dua, Mall and Chacko Hospital",Hospital,Madhya Pradesh,Vijayawada,Network-A,28225.45,30000,0.941,True,False,False
HSP0580,"Jani, Dugal and Yadav Hospital",Hospital,Delhi,Katni,Network-C,29955.46,30000,0.999,True,False,False
HSP0581,"Bhatti, Mukherjee and Sarkar Hospital",Hospital,Andhra Pradesh,Howrah,Network-A,28839.28,30000,0.961,True,False,False
HSP0582,Chadha Group Hospital,Hospital,Haryana,Malda,Out-of-Network,26507.52,30000,0.884,True,False,False
HSP0583,"Bhakta, More and Gill Hospital",Hospital,Odisha,Ahmedabad,Network-B,30965.26,30000,1.032,True,False,False
HSP0584,"Devan, Apte and Gade Hospital",Hospital,Uttar Pradesh,Sri Ganganagar,Network-A,29140.71,30000,0.971,True,False,False
HSP0585,"Varughese, Lad and Ganesan Hospital",Hospital,Uttar Pradesh,Cuttack,Network-B,30812.95,30000,1.027,True,False,False
HSP0586,"Luthra, Dalal and Balan Hospital",Hospital,Delhi,Haldia,Network-A,32734.57,30000,1.091,True,False,False
HSP0587,Viswanathan-Bhatt Hospital,Hospital,Telangana,Gangtok,Network-A,34350.57,30000,1.145,True,False,False
HSP0588,"Bose, Taneja and Shah Hospital",Hospital,Bihar,Pimpri-Chinchwad,Network-A,24675.47,30000,0.823,True,False,False
HSP0589,Ganesan-Pillai Hospital,Hospital,Gujarat,Rohtak,Network-B,29114.93,30000,0.97,True,False,False
HSP0590,D’Alia and Sons Hospital,Hospital,Maharashtra,Varanasi,Network-B,35869.1,30000,1.196,True,False,False
HSP0591,Konda Inc Hospital,Hospital,Uttar Pradesh,Bharatpur,Network-A,29731.79,30000,0.991,True,False,False
HSP0592,Doctor-Gola Hospital,Hospital,Tamil Nadu,Begusarai,Network-C,27159.81,30000,0.905,True,False,False
HSP0593,"Saini, Kapur and Nagy Hospital",Hospital,Kerala,Erode,Network-B,29546.74,30000,0.985,True,False,False
HSP0594,"Nagarajan, Madan and Brahmbhatt Hospital",Hospital,Karnataka,Jamshedpur,Network-B,28380.57,30000,0.946,True,False,False
HSP0595,"Ben, Gola and Kapoor Hospital",Hospital,Uttar Pradesh,Rewa,Network-C,25605.44,30000,0.854,True,False,False
HSP0596,Shroff LLC Hospital,Hospital,Uttar Pradesh,Khammam,Network-A,25807.21,30000,0.86,False,False,False
HSP0597,Shan Inc Hospital,Hospital,Assam,Kollam,Network-C,35846.24,30000,1.195,False,False,False
HSP0598,Modi-Kibe Hospital,Hospital,Telangana,Arrah,Network-A,31105.59,30000,1.037,True,False,False
HSP0599,"Tak, Hayre and Korpal Hospital",Hospital,Kerala,Chennai,Network-A,31142.27,30000,1.038,True,False,False
HSP0600,Bajwa-Kaul Hospital,Hospital,Haryana,Bangalore,Network-A,25487.11,30000,0.85,True,False,False
HSP0601,Agarwal-Puri Hospital,Hospital,Punjab,Vasai-Virar,Network-C,33036.88,30000,1.101,True,False,False
HSP0602,Wagle and Sons Hospital,Hospital,Uttar Pradesh,Pallavaram,Network-A,30670.53,30000,1.022,True,False,False
HSP0603,Dhar Ltd Hospital,Hospital,Karnataka,Tiruchirappalli,Out-of-Network,32182.75,30000,1.073,True,False,False
HSP0604,Kata PLC Hospital,Hospital,Madhya Pradesh,Serampore,Network-B,29845.39,30000,0.995,True,False,False
HSP0605,Chad-Chandran Hospital,Hospital,Gujarat,Singrauli,Network-B,24808.49,30000,0.827,True,False,False
HSP0606,Bhatia Group Hospital,Hospital,Bihar,Patiala,Network-A,33183.85,30000,1.106,True,False,False
HSP0607,Lal-Murty Hospital,Hospital,Uttar Pradesh,Khammam,Network-C,24823.45,30000,0.827,True,False,False
HSP0608,Sethi-Magar Hospital,Hospital,Rajasthan,Aurangabad,Network-C,33938.37,30000,1.131,True,False,False
HSP0609,Deshpande PLC Hospital,Hospital,Punjab,Bhatpara,Network-B,32367.28,30000,1.079,True,False,False
HSP0610,Gala Group Hospital,Hospital,Punjab,Satara,Network-C,29245.54,30000,0.975,True,False,False
HSP0611,Dara-Wason Hospital,Hospital,West Bengal,Dhule,Network-A,26428.86,30000,0.881,True,False,False
HSP0612,Morar-Sheth Hospital,Hospital,Maharashtra,Jamshedpur,Network-B,24588.89,30000,0.82,True,False,False
HSP0613,Dugar Ltd Hospital,Hospital,Punjab,Madanapalle,Network-B,31888.01,30000,1.063,True,False,False
HSP0614,Kale LLC Hospital,Hospital,Rajasthan,Mysore,Network-C,31497.13,30000,1.05,True,False,False
HSP0615,"Kothari, Parekh and Randhawa Hospital",Hospital,Rajasthan,Dewas,Network-A,27277.88,30000,0.909,True,False,False
HSP0616,Ghosh-Balasubramanian Hospital,Hospital,Uttar Pradesh,Bidhannagar,Network-C,25084.9,30000,0.836,True,False,False
HSP0617,"Krish, Chandra and Shere Hospital",Hospital,Gujarat,Kolhapur,Network-C,33929.29,30000,1.131,True,False,False
HSP0618,Arora Inc Hospital,Hospital,Punjab,Bikaner,Network-B,29355.0,30000,0.979,True,False,False
HSP0619,Rattan LLC Hospital,Hospital,Telangana,Ballia,Network-B,28418.79,30000,0.947,True,False,False
HSP0620,"Lad, Borde and Bains Hospital",Hospital,Chhattisgarh,Davanagere,Network-A,28480.6,30000,0.949,True,False,False
HSP0621,"Sawhney, Dave and Chanda Hospital",Hospital,Maharashtra,Bhilai,Network-A,25269.0,30000,0.842,True,False,False
HSP0622,Shenoy Inc Hospital,Hospital,Uttar Pradesh,Chapra,Network-B,33270.07,30000,1.109,True,False,False
HSP0623,Rana-Taneja Hospital,Hospital,Bihar,Eluru,Network-C,35509.15,30000,1.184,True,False,False
HSP0624,"Sandhu, Gera and Pandya Hospital",Hospital,Assam,Gaya,Out-of-Network,34604.0,30000,1.153,True,False,False
HSP0625,Mammen-Sehgal Hospital,Hospital,Odisha,Visakhapatnam,Network-A,33833.41,30000,1.128,True,False,False
HSP0626,"Korpal, Merchant and Tara Hospital",Hospital,Andhra Pradesh,Jamalpur,Network-C,35405.96,30000,1.18,True,False,False
HSP0627,Bhat-Chahal Hospital,Hospital,Himachal Pradesh,Yamunanagar,Network-A,35284.22,30000,1.176,True,False,False
HSP0628,Saini and Sons Hospital,Hospital,Manipur,Tinsukia,Network-C,29551.2,30000,0.985,True,False,False
HSP0629,Raja Ltd Hospital,Hospital,Bihar,Nangloi Jat,Network-A,26792.79,30000,0.893,True,False,False
HSP0630,"Sundaram, Padmanabhan and Thakkar Hospital",Hospital,Chhattisgarh,Munger,Network-A,30583.37,30000,1.019,True,False,False
HSP0631,Gole-Bal Hospital,Hospital,Delhi,Kavali,Network-B,28417.12,30000,0.947,True,False,False
HSP0632,Balan LLC Hospital,Hospital,Uttarakhand,Chittoor,Network-A,34961.2,30000,1.165,True,False,False
HSP0633,"Parmar, Kaul and Dutta Hospital",Hospital,Uttar Pradesh,Shahjahanpur,Network-C,31441.76,30000,1.048,True,False,False
HSP0634,"Khosla, Lata and Walla Hospital",Hospital,Tamil Nadu,Muzaffarnagar,Network-A,35497.11,30000,1.183,True,False,False
HSP0635,"Rama, Pant and Ghose Hospital",Hospital,Uttar Pradesh,Patiala,Network-B,24148.77,30000,0.805,True,False,False
HSP0636,"Nadkarni, Parmer and Bala Hospital",Hospital,Maharashtra,Tezpur,Network-B,28076.6,30000,0.936,True,False,False
HSP0637,"Dhar, Guha and Tailor Hospital",Hospital,Maharashtra,Akola,Network-B,35639.18,30000,1.188,True,False,False
HSP0638,Barad-Chana Hospital,Hospital,Karnataka,Muzaffarpur,Network-B,30519.71,30000,1.017,True,False,False
HSP0639,"Kanda, Bahri and Vyas Hospital",Hospital,Rajasthan,Mumbai,Out-of-Network,27422.65,30000,0.914,True,False,False
HSP0640,Jaggi-De Hospital,Hospital,Andhra Pradesh,Belgaum,Network-B,29564.64,30000,0.985,False,False,False
HSP0641,Bhargava-Bains Hospital,Hospital,Rajasthan,Dharmavaram,Network-C,32960.78,30000,1.099,True,False,False
