claim_id,fraud_label,label_source
CLM008870,0,clean
CLM008871,0,clean
CLM008872,0,clean
CLM008873,0,clean
CLM008874,0,clean
CLM008875,0,clean
CLM008876,0,clean
CLM008877,0,clean
CLM008878,0,clean
CLM008879,0,clean
CLM008880,0,clean
CLM008881,0,clean
CLM008882,0,clean
CLM008883,0,clean
CLM008884,0,clean
CLM008885,0,clean
CLM008886,0,clean
CLM008887,0,clean
CLM008888,0,clean
CLM008889,0,clean
CLM008890,0,clean
CLM008891,1,random
CLM008892,0,clean
CLM008893,0,clean
CLM008894,0,clean
CLM008895,0,clean
CLM008896,0,clean
CLM008897,0,clean
CLM008898,0,clean
CLM008899,0,clean
CLM008900,0,clean
CLM008901,0,clean
CLM008902,0,clean
CLM008903,0,clean
CLM008904,0,clean
CLM008905,0,clean
CLM008906,0,clean
CLM008907,0,clean
CLM008908,0,clean
CLM008909,0,clean
CLM008910,0,clean
CLM008911,0,clean
CLM008912,0,clean
CLM008913,0,clean
CLM008914,0,clean
CLM008915,0,clean
CLM008916,1,random
CLM008917,0,clean
CLM008918,0,clean
CLM008919,0,clean
CLM008920,0,clean
CLM008921,0,clean
CLM008922,0,clean
CLM008923,0,clean
CLM008924,0,clean
CLM008925,0,clean
CLM008926,0,clean
CLM008927,1,random
CLM008928,0,clean
CLM008929,0,clean
CLM008930,0,clean
CLM008931,0,clean
CLM008932,0,clean
CLM008933,0,clean
CLM008934,0,clean
CLM008935,0,clean
CLM008936,0,clean
CLM008937,0,clean
CLM008938,0,clean
CLM008939,0,clean
CLM008940,0,clean
CLM008941,0,clean
CLM008942,0,clean
CLM008943,0,clean
CLM008944,0,clean
CLM008945,0,clean
CLM008946,0,clean
CLM008947,0,clean
CLM008948,0,clean
CLM008949,0,clean
CLM008950,0,clean
CLM008951,0,clean
CLM008952,0,clean
CLM008953,0,clean
CLM008954,0,clean
CLM008955,0,clean
CLM008956,0,clean
CLM008957,0,clean
CLM008958,0,clean
CLM008959,0,clean
CLM008960,0,clean
CLM008961,0,clean
CLM008962,0,clean
CLM008963,0,clean
CLM008964,0,clean
CLM008965,0,clean
CLM008966,0,clean
CLM008967,0,clean
CLM008968,0,clean
CLM008969,0,clean
CLM008970,0,clean
CLM008971,0,clean
CLM008972,0,clean
CLM008973,0,clean
CLM008974,0,clean
CLM008975,0,clean
CLM008976,0,clean
CLM008977,0,clean
CLM008978,0,clean
CLM008979,0,clean
CLM008980,0,clean
CLM008981,0,clean
CLM008982,1,random
CLM008983,0,clean
CLM008984,0,clean
CLM008985,0,clean
CLM008986,0,clean
CLM008987,0,clean
CLM008988,0,clean
CLM008989,0,clean
CLM008990,0,clean
CLM008991,0,clean
CLM008992,0,clean
CLM008993,0,clean
CLM008994,0,clean
CLM008995,0,clean
CLM008996,0,clean
CLM008997,0,clean
CLM008998,0,clean
CLM008999,0,clean
CLM009000,0,clean
CLM009001,0,clean
CLM009002,0,clean
CLM009003,0,clean
CLM009004,0,clean
CLM009005,0,clean
CLM009006,0,clean
CLM009007,0,clean
CLM009008,0,clean
CLM009009,0,clean
CLM009010,0,clean
CLM009011,0,clean
CLM009012,0,clean
CLM009013,0,clean
CLM009014,0,clean
CLM009015,0,clean
CLM009016,0,clean
CLM009017,0,clean
CLM009018,0,clean
CLM009019,0,clean
CLM009020,0,clean
CLM009021,0,clean
CLM009022,0,clean
CLM009023,0,clean
CLM009024,0,clean
CLM009025,0,clean
CLM009026,0,clean
CLM009027,0,clean
CLM009028,0,clean
CLM009029,0,clean
CLM009030,0,clean
CLM009031,0,clean
CLM009032,0,clean
CLM009033,0,clean
CLM009034,0,clean
CLM009035,0,clean
CLM009036,0,clean
CLM009037,0,clean
CLM009038,0,clean
CLM009039,0,clean
CLM009040,0,clean
CLM009041,0,clean
CLM009042,0,clean
CLM009043,0,clean
CLM009044,0,clean
CLM009045,1,random
CLM009046,0,clean
CLM009047,0,clean
CLM009048,0,clean
CLM009049,0,clean
CLM009050,0,clean
CLM009051,0,clean
CLM009052,0,clean
CLM009053,0,clean
CLM009054,0,clean
CLM009055,0,clean
CLM009056,0,clean
CLM009057,0,clean
CLM009058,0,clean
CLM009059,0,clean
CLM009060,0,clean
CLM009061,0,clean
CLM009062,0,clean
CLM009063,0,clean
CLM009064,0,clean
CLM009065,0,clean
CLM009066,0,clean
CLM009067,0,clean
CLM009068,0,clean
CLM009069,0,clean
CLM009070,0,clean
CLM009071,0,clean
CLM009072,0,clean
CLM009073,0,clean
CLM009074,0,clean
CLM009075,0,clean
CLM009076,0,clean
CLM009077,0,clean
CLM009078,0,clean
CLM009079,0,clean
CLM009080,1,random
CLM009081,0,clean
CLM009082,0,clean
CLM009083,0,clean
CLM009084,0,clean
CLM009085,0,clean
CLM009086,0,clean
CLM009087,0,clean
CLM009088,0,clean
CLM009089,0,clean
CLM009090,0,clean
CLM009091,0,clean
CLM009092,0,clean
CLM009093,0,clean
CLM009094,0,clean
CLM009095,0,clean
CLM009096,0,clean
CLM009097,0,clean
CLM009098,0,clean
CLM009099,0,clean
CLM009100,0,clean
CLM009101,0,clean
CLM009102,0,clean
CLM009103,0,clean
CLM009104,0,clean
CLM009105,0,clean
CLM009106,0,clean
CLM009107,0,clean
CLM009108,0,clean
CLM009109,0,clean
CLM009110,0,clean
CLM009111,0,clean
CLM009112,0,clean
CLM009113,0,clean
CLM009114,0,clean
CLM009115,0,clean
CLM009116,0,clean
CLM009117,0,clean
CLM009118,0,clean
CLM009119,0,clean
CLM009120,0,clean
CLM009121,0,clean
CLM009122,0,clean
CLM009123,0,clean
CLM009124,0,clean
CLM009125,0,clean
CLM009126,0,clean
CLM009127,0,clean
CLM009128,0,clean
CLM009129,0,clean
CLM009130,0,clean
CLM009131,0,clean
CLM009132,0,clean
CLM009133,0,clean
CLM009134,0,clean
CLM009135,0,clean
CLM009136,0,clean
CLM009137,0,clean
CLM009138,0,clean
CLM009139,0,clean
CLM009140,0,clean
CLM009141,0,clean
CLM009142,0,clean
CLM009143,0,clean
CLM009144,0,clean
CLM009145,0,clean
CLM009146,0,clean
CLM009147,0,clean
CLM009148,0,clean
CLM009149,0,clean
CLM009150,1,random
CLM009151,0,clean
CLM009152,0,clean
CLM009153,0,clean
CLM009154,1,random
CLM009155,0,clean
CLM009156,0,clean
CLM009157,0,clean
CLM009158,0,clean
CLM009159,0,clean
CLM009160,0,clean
CLM009161,0,clean
CLM009162,0,clean
CLM009163,0,clean
CLM009164,0,clean
CLM009165,0,clean
CLM009166,0,clean
CLM009167,0,clean
CLM009168,0,clean
CLM009169,0,clean
CLM009170,0,clean
CLM009171,0,clean
CLM009172,0,clean
CLM009173,0,clean
CLM009174,0,clean
CLM009175,0,clean
CLM009176,0,clean
CLM009177,0,clean
CLM009178,0,clean
CLM009179,0,clean
CLM009180,0,clean
CLM009181,0,clean
CLM009182,0,clean
CLM009183,0,clean
CLM009184,0,clean
CLM009185,0,clean
CLM009186,0,clean
CLM009187,0,clean
CLM009188,0,clean
CLM009189,0,clean
CLM009190,0,clean
CLM009191,0,clean
CLM009192,0,clean
CLM009193,0,clean
CLM009194,0,clean
CLM009195,0,clean
CLM009196,0,clean
CLM009197,0,clean
CLM009198,0,clean
CLM009199,0,clean
CLM009200,0,clean
CLM009201,0,clean
CLM009202,0,clean
CLM009203,0,clean
CLM009204,0,clean
CLM009205,0,clean
CLM009206,0,clean
CLM009207,0,clean
CLM009208,0,clean
CLM009209,0,clean
CLM009210,0,clean
CLM009211,0,clean
CLM009212,0,clean
CLM009213,0,clean
CLM009214,0,clean
CLM009215,0,clean
CLM009216,0,clean
CLM009217,0,clean
CLM009218,0,clean
CLM009219,0,clean
CLM009220,0,clean
CLM009221,0,clean
CLM009222,0,clean
CLM009223,0,clean
CLM009224,0,clean
CLM009225,0,clean
CLM009226,0,clean
CLM009227,0,clean
CLM009228,0,clean
CLM009229,0,clean
CLM009230,0,clean
CLM009231,0,clean
CLM009232,0,clean
CLM009233,0,clean
CLM009234,0,clean
CLM009235,0,clean
CLM009236,0,clean
CLM009237,0,clean
CLM009238,0,clean
CLM009239,0,clean
CLM009240,0,clean
CLM009241,0,clean
CLM009242,0,clean
CLM009243,0,clean
CLM009244,0,clean
CLM009245,0,clean
CLM009246,0,clean
CLM009247,0,clean
CLM009248,0,clean
CLM009249,1,random
CLM009250,0,clean
CLM009251,0,clean
CLM009252,0,clean
CLM009253,0,clean
CLM009254,0,clean
CLM009255,0,clean
CLM009256,0,clean
CLM009257,0,clean
CLM009258,0,clean
CLM009259,0,clean
CLM009260,0,clean
CLM009261,0,clean
CLM009262,0,clean
CLM009263,0,clean
CLM009264,0,clean
CLM009265,0,clean
CLM009266,0,clean
CLM009267,0,clean
CLM009268,0,clean
CLM009269,0,clean
CLM009270,0,clean
CLM009271,0,clean
CLM009272,0,clean
CLM009273,0,clean
CLM009274,0,clean
CLM009275,0,clean
CLM009276,0,clean
CLM009277,0,clean
CLM009278,0,clean
CLM009279,0,clean
CLM009280,0,clean
CLM009281,0,clean
CLM009282,0,clean
CLM009283,0,clean
CLM009284,0,clean
CLM009285,0,clean
CLM009286,0,clean
CLM009287,0,clean
CLM009288,0,clean
CLM009289,0,clean
CLM009290,0,clean
CLM009291,0,clean
CLM009292,0,clean
CLM009293,0,clean
CLM009294,0,clean
CLM009295,0,clean
CLM009296,0,clean
CLM009297,0,clean
CLM009298,0,clean
CLM009299,0,clean
CLM009300,0,clean
CLM009301,0,clean
CLM009302,0,clean
CLM009303,0,clean
CLM009304,0,clean
CLM009305,0,clean
CLM009306,0,clean
CLM009307,0,clean
CLM009308,0,clean
CLM009309,0,clean
CLM009310,0,clean
CLM009311,0,clean
CLM009312,0,clean
CLM009313,0,clean
CLM009314,0,clean
CLM009315,0,clean
CLM009316,0,clean
CLM009317,0,clean
CLM009318,0,clean
CLM009319,0,clean
CLM009320,0,clean
CLM009321,0,clean
CLM009322,0,clean
CLM009323,0,clean
CLM009324,0,clean
CLM009325,0,clean
CLM009326,0,clean
CLM009327,0,clean
CLM009328,0,clean
CLM009329,0,clean
CLM009330,0,clean
CLM009331,0,clean
CLM009332,0,clean
CLM009333,0,clean
CLM009334,0,clean
CLM009335,0,clean
CLM009336,0,clean
CLM009337,0,clean
CLM009338,0,clean
CLM009339,0,clean
CLM009340,0,clean
CLM009341,0,clean
CLM009342,0,clean
CLM009343,0,clean
CLM009344,0,clean
CLM009345,0,clean
CLM009346,0,clean
CLM009347,0,clean
CLM009348,0,clean
CLM009349,0,clean
CLM009350,0,clean
CLM009351,0,clean
CLM009352,0,clean
CLM009353,0,clean
CLM009354,0,clean
CLM009355,0,clean
CLM009356,0,clean
CLM009357,0,clean
CLM009358,0,clean
CLM009359,0,clean
CLM009360,0,clean
CLM009361,0,clean
CLM009362,0,clean
CLM009363,0,clean
CLM009364,0,clean
CLM009365,0,clean
CLM009366,0,clean
CLM009367,0,clean
CLM009368,0,clean
CLM009369,0,clean
CLM009370,0,clean
CLM009371,0,clean
CLM009372,0,clean
CLM009373,0,clean
CLM009374,0,clean
CLM009375,0,clean
CLM009376,0,clean
CLM009377,0,clean
CLM009378,0,clean
CLM009379,0,clean
CLM009380,0,clean
CLM009381,0,clean
CLM009382,0,clean
CLM009383,0,clean
CLM009384,0,clean
CLM009385,1,random
CLM009386,0,clean
CLM009387,0,clean
CLM009388,0,clean
CLM009389,0,clean
CLM009390,0,clean
CLM009391,0,clean
CLM009392,0,clean
CLM009393,0,clean
CLM009394,0,clean
CLM009395,0,clean
CLM009396,0,clean
CLM009397,0,clean
CLM009398,0,clean
CLM009399,0,clean
CLM009400,0,clean
CLM009401,0,clean
CLM009402,0,clean
CLM009403,0,clean
CLM009404,0,clean
CLM009405,0,clean
CLM009406,0,clean
CLM009407,0,clean
CLM009408,0,clean
CLM009409,0,clean
CLM009410,0,clean
CLM009411,0,clean
CLM009412,0,clean
CLM009413,0,clean
CLM009414,0,clean
CLM009415,0,clean
CLM009416,0,clean
CLM009417,0,clean
CLM009418,0,clean
CLM009419,0,clean
CLM009420,0,clean
CLM009421,0,clean
CLM009422,0,clean
CLM009423,0,clean
CLM009424,0,clean
CLM009425,0,clean
CLM009426,0,clean
CLM009427,0,clean
CLM009428,0,clean
CLM009429,0,clean
CLM009430,0,clean
CLM009431,0,clean
CLM009432,0,clean
CLM009433,0,clean
CLM009434,0,clean
CLM009435,0,clean
CLM009436,0,clean
CLM009437,0,clean
CLM009438,0,clean
CLM009439,0,clean
CLM009440,0,clean
CLM009441,0,clean
CLM009442,0,clean
CLM009443,0,clean
CLM009444,0,clean
CLM009445,0,clean
CLM009446,0,clean
CLM009447,0,clean
CLM009448,0,clean
CLM009449,0,clean
CLM009450,0,clean
CLM009451,0,clean
CLM009452,0,clean
CLM009453,0,clean
CLM009454,0,clean
CLM009455,0,clean
CLM009456,0,clean
CLM009457,0,clean
CLM009458,0,clean
CLM009459,0,clean
CLM009460,0,clean
CLM009461,0,clean
CLM009462,0,clean
CLM009463,0,clean
CLM009464,0,clean
CLM009465,0,clean
CLM009466,0,clean
CLM009467,0,clean
CLM009468,0,clean
CLM009469,0,clean
CLM009470,0,clean
CLM009471,0,clean
CLM009472,0,clean
CLM009473,0,clean
CLM009474,0,clean
CLM009475,0,clean
CLM009476,0,clean
CLM009477,0,clean
CLM009478,0,clean
CLM009479,0,clean
CLM009480,0,clean
CLM009481,0,clean
CLM009482,0,clean
CLM009483,0,clean
CLM009484,0,clean
CLM009485,0,clean
CLM009486,0,clean
CLM009487,0,clean
CLM009488,0,clean
CLM009489,0,clean
CLM009490,0,clean
CLM009491,0,clean
CLM009492,0,clean
CLM009493,0,clean
CLM009494,0,clean
CLM009495,0,clean
CLM009496,0,clean
CLM009497,0,clean
CLM009498,0,clean
CLM009499,0,clean
CLM009500,0,clean
CLM009501,0,clean
CLM009502,0,clean
CLM009503,0,clean
CLM009504,0,clean
CLM009505,0,clean
CLM009506,0,clean
CLM009507,0,clean
CLM009508,0,clean
CLM009509,0,clean
CLM009510,0,clean
CLM009511,0,clean
CLM009512,0,clean
CLM009513,0,clean
CLM009514,0,clean
CLM009515,0,clean
CLM009516,0,clean
CLM009517,0,clean
CLM009518,0,clean
CLM009519,0,clean
CLM009520,0,clean
CLM009521,0,clean
CLM009522,0,clean
CLM009523,0,clean
CLM009524,0,clean
CLM009525,0,clean
CLM009526,0,clean
CLM009527,0,clean
CLM009528,0,clean
CLM009529,0,clean
CLM009530,0,clean
CLM009531,0,clean
CLM009532,0,clean
CLM009533,0,clean
CLM009534,0,clean
CLM009535,0,clean
CLM009536,0,clean
CLM009537,0,clean
CLM009538,0,clean
CLM009539,0,clean
CLM009540,0,clean
CLM009541,0,clean
CLM009542,0,clean
CLM009543,0,clean
CLM009544,0,clean
CLM009545,0,clean
CLM009546,0,clean
CLM009547,0,clean
CLM009548,0,clean
CLM009549,0,clean
CLM009550,0,clean
CLM009551,0,clean
CLM009552,0,clean
CLM009553,0,clean
CLM009554,0,clean
CLM009555,0,clean
CLM009556,0,clean
CLM009557,0,clean
CLM009558,0,clean
CLM009559,0,clean
CLM009560,0,clean
CLM009561,0,clean
CLM009562,0,clean
CLM009563,0,clean
CLM009564,0,clean
CLM009565,0,clean
CLM009566,0,clean
CLM009567,0,clean
CLM009568,0,clean
CLM009569,0,clean
CLM009570,0,clean
CLM009571,0,clean
CLM009572,0,clean
CLM009573,0,clean
CLM009574,0,clean
CLM009575,0,clean
CLM009576,0,clean
CLM009577,0,clean
CLM009578,0,clean
CLM009579,0,clean
CLM009580,0,clean
CLM009581,0,clean
CLM009582,0,clean
CLM009583,0,clean
CLM009584,0,clean
CLM009585,0,clean
CLM009586,0,clean
CLM009587,0,clean
CLM009588,0,clean
CLM009589,0,clean
CLM009590,0,clean
CLM009591,0,clean
CLM009592,0,clean
CLM009593,0,clean
CLM009594,0,clean
CLM009595,0,clean
CLM009596,0,clean
CLM009597,0,clean
CLM009598,0,clean
CLM009599,0,clean
CLM009600,0,clean
CLM009601,0,clean
CLM009602,0,clean
CLM009603,0,clean
CLM009604,0,clean
CLM009605,0,clean
CLM009606,0,clean
CLM009607,0,clean
CLM009608,0,clean
CLM009609,0,clean
CLM009610,0,clean
CLM009611,0,clean
CLM009612,0,clean
CLM009613,0,clean
CLM009614,0,clean
CLM009615,0,clean
CLM009616,0,clean
CLM009617,0,clean
CLM009618,0,clean
CLM009619,0,clean
CLM009620,0,clean
CLM009621,0,clean
CLM009622,0,clean
CLM009623,0,clean
CLM009624,0,clean
CLM009625,0,clean
CLM009626,1,random
CLM009627,0,clean
CLM009628,0,clean
CLM009629,0,clean
CLM009630,0,clean
CLM009631,0,clean
CLM009632,0,clean
CLM009633,0,clean
CLM009634,0,clean
CLM009635,0,clean
CLM009636,0,clean
CLM009637,0,clean
CLM009638,0,clean
CLM009639,0,clean
CLM009640,0,clean
CLM009641,0,clean
CLM009642,0,clean
CLM009643,0,clean
CLM009644,0,clean
CLM009645,0,clean
CLM009646,0,clean
CLM009647,0,clean
CLM009648,0,clean
CLM009649,0,clean
CLM009650,0,clean
CLM009651,0,clean
CLM009652,0,clean
CLM009653,0,clean
CLM009654,0,clean
CLM009655,0,clean
CLM009656,0,clean
CLM009657,0,clean
CLM009658,0,clean
CLM009659,0,clean
CLM009660,0,clean
CLM009661,0,clean
CLM009662,0,clean
CLM009663,0,clean
CLM009664,1,random
CLM009665,0,clean
CLM009666,0,clean
CLM009667,1,random
CLM009668,0,clean
CLM009669,0,clean
CLM009670,0,clean
CLM009671,0,clean
CLM009672,0,clean
CLM009673,0,clean
CLM009674,0,clean
CLM009675,0,clean
CLM009676,0,clean
CLM009677,0,clean
CLM009678,0,clean
CLM009679,0,clean
CLM009680,0,clean
CLM009681,0,clean
CLM009682,0,clean
CLM009683,0,clean
CLM009684,0,clean
CLM009685,0,clean
CLM009686,0,clean
CLM009687,0,clean
CLM009688,0,clean
CLM009689,0,clean
CLM009690,0,clean
CLM009691,0,clean
CLM009692,0,clean
CLM009693,0,clean
CLM009694,0,clean
CLM009695,0,clean
CLM009696,0,clean
CLM009697,0,clean
CLM009698,0,clean
CLM009699,0,clean
CLM009700,0,clean
CLM009701,0,clean
CLM009702,0,clean
CLM009703,0,clean
CLM009704,0,clean
CLM009705,0,clean
CLM009706,0,clean
CLM009707,0,clean
CLM009708,0,clean
CLM009709,0,clean
CLM009710,0,clean
CLM009711,0,clean
CLM009712,0,clean
CLM009713,0,clean
CLM009714,0,clean
CLM009715,0,clean
CLM009716,0,clean
CLM009717,0,clean
CLM009718,0,clean
CLM009719,0,clean
CLM009720,0,clean
CLM009721,0,clean
CLM009722,0,clean
CLM009723,0,clean
CLM009724,0,clean
CLM009725,0,clean
CLM009726,0,clean
CLM009727,0,clean
CLM009728,0,clean
CLM009729,0,clean
CLM009730,0,clean
CLM009731,0,clean
CLM009732,0,clean
CLM009733,0,clean
CLM009734,0,clean
CLM009735,0,clean
CLM009736,0,clean
CLM009737,0,clean
CLM009738,0,clean
CLM009739,0,clean
CLM009740,0,clean
CLM009741,0,clean
CLM009742,1,random
CLM009743,0,clean
CLM009744,0,clean
CLM009745,0,clean
CLM009746,0,clean
CLM009747,0,clean
CLM009748,0,clean
CLM009749,0,clean
CLM009750,0,clean
CLM009751,0,clean
CLM009752,0,clean
CLM009753,0,clean
CLM009754,0,clean
CLM009755,0,clean
CLM009756,0,clean
CLM009757,0,clean
CLM009758,0,clean
CLM009759,0,clean
CLM009760,0,clean
CLM009761,0,clean
CLM009762,0,clean
CLM009763,0,clean
CLM009764,0,clean
CLM009765,0,clean
CLM009766,0,clean
CLM009767,0,clean
CLM009768,0,clean
CLM009769,0,clean
CLM009770,0,clean
CLM009771,0,clean
CLM009772,0,clean
CLM009773,0,clean
CLM009774,0,clean
CLM009775,0,clean
CLM009776,0,clean
CLM009777,0,clean
CLM009778,0,clean
CLM009779,0,clean
CLM009780,0,clean
CLM009781,0,clean
CLM009782,1,random
CLM009783,0,clean
CLM009784,0,clean
CLM009785,0,clean
CLM009786,0,clean
CLM009787,0,clean
CLM009788,0,clean
CLM009789,0,clean
CLM009790,0,clean
CLM009791,0,clean
CLM009792,0,clean
CLM009793,0,clean
CLM009794,0,clean
CLM009795,1,random
CLM009796,0,clean
CLM009797,0,clean
CLM009798,0,clean
CLM009799,0,clean
CLM009800,0,clean
CLM009801,0,clean
CLM009802,0,clean
CLM009803,0,clean
CLM009804,0,clean
CLM009805,0,clean
CLM009806,0,clean
CLM009807,0,clean
CLM009808,0,clean
CLM009809,0,clean
CLM009810,0,clean
CLM009811,0,clean
CLM009812,0,clean
CLM009813,0,clean
CLM009814,0,clean
CLM009815,0,clean
CLM009816,0,clean
CLM009817,0,clean
CLM009818,0,clean
CLM009819,0,clean
CLM009820,0,clean
CLM009821,1,random
CLM009822,0,clean
CLM009823,0,clean
CLM009824,0,clean
CLM009825,0,clean
CLM009826,0,clean
CLM009827,0,clean
CLM009828,0,clean
CLM009829,0,clean
CLM009830,0,clean
CLM009831,0,clean
CLM009832,0,clean
CLM009833,0,clean
CLM009834,1,random
CLM009835,0,clean
CLM009836,0,clean
CLM009837,0,clean
CLM009838,0,clean
CLM009839,0,clean
CLM009840,0,clean
CLM009841,0,clean
CLM009842,0,clean
CLM009843,0,clean
CLM009844,0,clean
CLM009845,0,clean
CLM009846,0,clean
CLM009847,0,clean
CLM009848,0,clean
CLM009849,0,clean
CLM009850,0,clean
CLM009851,0,clean
CLM009852,0,clean
CLM009853,0,clean
CLM009854,0,clean
CLM009855,0,clean
CLM009856,0,clean
CLM009857,0,clean
CLM009858,0,clean
CLM009859,0,clean
CLM009860,0,clean
CLM009861,0,clean
CLM009862,0,clean
CLM009863,0,clean
CLM009864,0,clean
CLM009865,0,clean
CLM009866,0,clean
CLM009867,0,clean
CLM009868,0,clean
CLM009869,0,clean
CLM009870,0,clean
CLM009871,0,clean
CLM009872,0,clean
CLM009873,0,clean
CLM009874,0,clean
CLM009875,0,clean
CLM009876,0,clean
CLM009877,0,clean
CLM009878,0,clean
CLM009879,0,clean
CLM009880,0,clean
CLM009881,0,clean
CLM009882,0,clean
CLM009883,0,clean
CLM009884,0,clean
CLM009885,0,clean
CLM009886,0,clean
CLM009887,0,clean
CLM009888,0,clean
CLM009889,0,clean
CLM009890,0,clean
CLM009891,0,clean
CLM009892,0,clean
CLM009893,0,clean
CLM009894,0,clean
CLM009895,0,clean
CLM009896,0,clean
CLM009897,0,clean
CLM009898,0,clean
CLM009899,0,clean
CLM009900,0,clean
CLM009901,0,clean
CLM009902,0,clean
CLM009903,0,clean
CLM009904,0,clean
CLM009905,0,clean
CLM009906,0,clean
CLM009907,0,clean
CLM009908,0,clean
CLM009909,0,clean
CLM009910,0,clean
CLM009911,0,clean
CLM009912,0,clean
CLM009913,0,clean
CLM009914,0,clean
CLM009915,0,clean
CLM009916,0,clean
CLM009917,0,clean
CLM009918,0,clean
CLM009919,0,clean
CLM009920,0,clean
CLM009921,0,clean
CLM009922,0,clean
CLM009923,0,clean
CLM009924,0,clean
CLM009925,0,clean
CLM009926,0,clean
CLM009927,0,clean
CLM009928,0,clean
CLM009929,1,random
CLM009930,0,clean
CLM009931,0,clean
CLM009932,0,clean
CLM009933,0,clean
CLM009934,0,clean
CLM009935,0,clean
CLM009936,0,clean
CLM009937,1,random
CLM009938,0,clean
CLM009939,0,clean
CLM009940,0,clean
CLM009941,0,clean
CLM009942,0,clean
CLM009943,0,clean
CLM009944,0,clean
CLM009945,0,clean
CLM009946,0,clean
CLM009947,0,clean
CLM009948,0,clean
CLM009949,0,clean
CLM009950,0,clean
CLM009951,0,clean
CLM009952,0,clean
CLM009953,0,clean
CLM009954,0,clean
CLM009955,0,clean
CLM009956,0,clean
CLM009957,0,clean
CLM009958,0,clean
CLM009959,0,clean
CLM009960,0,clean
CLM009961,0,clean
CLM009962,0,clean
CLM009963,0,clean
CLM009964,0,clean
CLM009965,0,clean
CLM009966,0,clean
CLM009967,0,clean
CLM009968,0,clean
CLM009969,0,clean
CLM009970,0,clean
CLM009971,0,clean
CLM009972,0,clean
CLM009973,0,clean
CLM009974,1,random
CLM009975,0,clean
CLM009976,0,clean
CLM009977,0,clean
CLM009978,0,clean
CLM009979,0,clean
CLM009980,0,clean
CLM009981,0,clean
CLM009982,0,clean
CLM009983,0,clean
CLM009984,0,clean
CLM009985,0,clean
CLM009986,0,clean
CLM009987,0,clean
CLM009988,0,clean
CLM009989,0,clean
CLM009990,0,clean
CLM009991,0,clean
CLM009992,0,clean
CLM009993,0,clean
CLM009994,1,ring
CLM009995,0,clean
CLM009996,0,clean
CLM009997,0,clean
CLM009998,0,clean
CLM009999,0,clean
CLM010000,0,clean
CLM010001,0,clean
CLM010002,0,clean
CLM010003,0,clean
CLM010004,0,clean
CLM010005,0,clean
CLM010006,0,clean
CLM010007,0,clean
CLM010008,0,clean
CLM010009,0,clean
CLM010010,0,clean
CLM010011,0,clean
CLM010012,0,clean
CLM010013,0,clean
CLM010014,0,clean
CLM010015,0,clean
CLM010016,0,clean
CLM010017,0,clean
CLM010018,0,clean
CLM010019,0,clean
CLM010020,0,clean
CLM010021,1,random
CLM010022,0,clean
CLM010023,0,clean
CLM010024,0,clean
CLM010025,0,clean
CLM010026,0,clean
CLM010027,0,clean
CLM010028,0,clean
CLM010029,0,clean
CLM010030,0,clean
CLM010031,0,clean
CLM010032,0,clean
CLM010033,0,clean
CLM010034,0,clean
CLM010035,0,clean
CLM010036,0,clean
CLM010037,0,clean
CLM010038,0,clean
CLM010039,0,clean
CLM010040,0,clean
CLM010041,0,clean
CLM010042,0,clean
CLM010043,0,clean
CLM010044,0,clean
CLM010045,0,clean
CLM010046,0,clean
CLM010047,0,clean
CLM010048,0,clean
CLM010049,0,clean
CLM010050,0,clean
CLM010051,0,clean
CLM010052,0,clean
CLM010053,0,clean
CLM010054,0,clean
CLM010055,0,clean
CLM010056,0,clean
CLM010057,0,clean
CLM010058,0,clean
CLM010059,0,clean
CLM010060,0,clean
CLM010061,0,clean
CLM010062,0,clean
CLM010063,0,clean
CLM010064,0,clean
CLM010065,0,clean
CLM010066,0,clean
CLM010067,1,random
CLM010068,0,clean
CLM010069,0,clean
CLM010070,0,clean
CLM010071,0,clean
CLM010072,0,clean
CLM010073,0,clean
CLM010074,0,clean
CLM010075,0,clean
CLM010076,0,clean
CLM010077,0,clean
CLM010078,0,clean
CLM010079,0,clean
CLM010080,0,clean
CLM010081,0,clean
CLM010082,0,clean
CLM010083,0,clean
CLM010084,0,clean
CLM010085,0,clean
CLM010086,0,clean
CLM010087,0,clean
CLM010088,0,clean
CLM010089,0,clean
CLM010090,0,clean
CLM010091,0,clean
CLM010092,0,clean
CLM010093,0,clean
CLM010094,0,clean
CLM010095,0,clean
CLM010096,0,clean
CLM010097,0,clean
CLM010098,0,clean
CLM010099,0,clean
CLM010100,0,clean
CLM010101,0,clean
CLM010102,0,clean
CLM010103,0,clean
CLM010104,0,clean
CLM010105,0,clean
CLM010106,0,clean
CLM010107,0,clean
CLM010108,0,clean
CLM010109,0,clean
CLM010110,1,ring
CLM010111,0,clean
CLM010112,0,clean
CLM010113,0,clean
CLM010114,0,clean
CLM010115,0,clean
CLM010116,0,clean
CLM010117,0,clean
CLM010118,0,clean
CLM010119,0,clean
CLM010120,0,clean
CLM010121,0,clean
CLM010122,0,clean
CLM010123,0,clean
CLM010124,0,clean
CLM010125,0,clean
CLM010126,0,clean
CLM010127,0,clean
CLM010128,0,clean
CLM010129,0,clean
CLM010130,0,clean
CLM010131,0,clean
CLM010132,0,clean
CLM010133,0,clean
CLM010134,1,random
CLM010135,0,clean
CLM010136,0,clean
CLM010137,0,clean
CLM010138,0,clean
CLM010139,0,clean
CLM010140,0,clean
CLM010141,0,clean
CLM010142,0,clean
