policy_id,customer_id,product_line,sum_insured,annual_premium,deductible,start_date,end_date,duration_months,agent_id,channel,riders,renewal_status,lapse_flag,state
POL019048,CUST023369,Life,1350214.0,25929.57,3357.68,2022-08-12,2023-08-07,12.0,AGT000124,Online,None,Active,False,Maharashtra
POL019049,CUST028846,Motor,94452.0,2023.74,401.34,2023-09-22,2024-09-16,12.0,AGT000051,Bancassurance,Accidental Death,Active,False,Gujarat
POL019050,CUST046694,Marine,14476745.0,311836.52,31305.83,2023-09-09,2024-09-03,12.0,AGT000235,Agent,None,Active,True,Andhra Pradesh
POL019051,CUST009287,Life,4017516.0,66137.59,9265.81,2022-07-08,2025-06-22,36.0,AGT000273,Agent,Critical Illness,Renewed,False,Uttarakhand
POL019052,CUST047296,Home,4430874.0,32872.16,5968.91,2023-05-02,2024-04-26,12.0,AGT000334,Direct,Critical Illness,Lapsed,False,Manipur
POL019053,CUST004984,Life,3436997.0,57305.09,8871.33,2021-09-10,2023-08-31,24.0,AGT000169,Bancassurance,None,Active,False,Delhi
POL019054,CUST045014,Health,3005959.0,121706.94,16782.83,2023-12-09,2028-11-12,60.0,AGT000460,Agent,Critical Illness,Active,False,West Bengal
POL019055,CUST035617,Health,477123.0,23313.81,4232.5,2021-12-08,2022-12-03,12.0,AGT000307,Agent,None,Lapsed,False,Odisha
POL019056,CUST000766,Crop,580161.0,35234.7,2690.79,2023-08-16,2025-08-05,24.0,AGT000082,Broker,Critical Illness,Active,False,Andhra Pradesh
POL019057,CUST010850,Motor,6440198.0,207188.42,29984.09,2020-10-15,2022-10-05,24.0,AGT000063,Online,Zero Dep,Active,True,Rajasthan
POL019058,CUST041048,Health,11549474.0,596009.82,58798.68,2024-06-16,2026-06-06,24.0,AGT000261,Broker,Zero Dep,Active,False,Chhattisgarh
POL019059,CUST012715,Motor,10560378.0,265615.16,15110.46,2022-01-07,2023-01-02,12.0,AGT000417,Agent,None,Active,False,Chhattisgarh
POL019060,CUST047744,Health,470806.0,16419.12,1249.42,2023-09-12,2024-09-06,12.0,AGT000371,Agent,Critical Illness,Active,False,Tamil Nadu
POL019061,CUST032472,Motor,11718022.0,359258.04,23822.82,2023-04-03,2024-03-28,12.0,AGT000281,Agent,Zero Dep,Renewed,False,West Bengal
POL019062,CUST047054,Health,1018409.0,50751.72,5850.83,2023-12-06,2026-11-20,36.0,AGT000128,Direct,Zero Dep,Active,False,Gujarat
POL019063,CUST046498,Life,5795548.0,107920.21,8716.65,2023-04-04,2025-03-24,24.0,AGT000246,Broker,Zero Dep,Cancelled,False,Delhi
POL019064,CUST011346,Health,4166102.0,215287.81,40211.0,2020-06-13,2021-06-08,12.0,AGT000393,Broker,None,Active,False,Uttar Pradesh
POL019065,CUST034837,Health,9437571.0,418358.16,54313.05,2022-02-02,2023-01-28,12.0,AGT000460,Direct,Accidental Death,Renewed,False,Maharashtra
POL019066,CUST019254,Travel,537927.0,22003.87,3275.88,2023-12-14,2024-12-08,12.0,AGT000274,Agent,None,Renewed,False,Karnataka
POL019067,CUST043713,Life,84047.0,1123.94,132.45,2023-06-20,2025-06-09,24.0,AGT000030,Agent,Critical Illness,Cancelled,False,Maharashtra
POL019068,CUST043996,Travel,595855.0,29805.49,1625.02,2022-02-21,2023-02-16,12.0,AGT000193,Online,Zero Dep,Active,False,Madhya Pradesh
POL019069,CUST032436,Travel,105044.0,5588.47,615.82,2023-05-07,2026-04-21,36.0,AGT000131,Direct,Critical Illness,Active,True,Rajasthan
POL019070,CUST026173,Motor,1107261.0,27490.74,2178.42,2021-07-21,2022-07-16,12.0,AGT000496,Direct,Critical Illness,Active,True,Karnataka
POL019071,CUST032847,Health,10454542.0,410594.53,21402.16,2022-05-26,2023-05-21,12.0,AGT000151,Agent,None,Renewed,False,Maharashtra
POL019072,CUST022559,Marine,271407.0,5054.48,916.96,2022-02-08,2023-02-03,12.0,AGT000052,Broker,None,Active,True,Uttarakhand
POL019073,CUST032729,Life,129846.0,2066.5,238.13,2023-04-05,2024-03-30,12.0,AGT000388,Agent,Accidental Death,Renewed,False,Madhya Pradesh
POL019074,CUST005386,Health,566293.0,26590.66,2364.81,2021-01-25,2024-01-10,36.0,AGT000070,Broker,None,Active,False,Uttar Pradesh
POL019075,CUST039673,Motor,227637.0,6276.39,947.79,2022-08-09,2023-08-04,12.0,AGT000066,Online,None,Lapsed,False,Rajasthan
POL019076,CUST023197,Home,1480595.0,14639.1,1093.05,2023-04-19,2024-04-13,12.0,AGT000258,Online,Critical Illness,Active,False,Tamil Nadu
POL019077,CUST004313,Health,9700802.0,351599.82,61776.27,2024-03-12,2026-03-02,24.0,AGT000251,Agent,Accidental Death,Active,False,Manipur
POL019078,CUST042985,Motor,185628.0,5421.82,1014.71,2024-06-24,2025-06-19,12.0,AGT000158,Agent,None,Active,False,Maharashtra
POL019079,CUST034638,Motor,2071053.0,67305.44,11433.27,2021-08-29,2022-08-24,12.0,AGT000017,Agent,Critical Illness,Lapsed,False,West Bengal
POL019080,CUST027889,Motor,227729.0,7310.97,1077.88,2021-09-18,2022-09-13,12.0,AGT000344,Online,None,Renewed,False,West Bengal
POL019081,CUST010571,Motor,2239173.0,50443.16,2579.82,2023-01-15,2025-01-04,24.0,AGT000447,Agent,None,Active,False,Bihar
POL019082,CUST034444,Health,2800834.0,103668.19,12343.04,2022-01-14,2023-01-09,12.0,AGT000375,Agent,None,Renewed,False,Tamil Nadu
POL019083,CUST011925,Life,681300.0,10569.49,706.09,2024-06-30,2026-06-20,24.0,AGT000072,Agent,Zero Dep,Active,False,Gujarat
POL019084,CUST040019,Health,542058.0,28038.85,1884.21,2021-10-11,2023-10-01,24.0,AGT000310,Direct,Critical Illness,Renewed,True,Karnataka
POL019085,CUST039873,Home,5258678.0,43765.86,5985.19,2021-08-02,2022-07-28,12.0,AGT000002,Agent,None,Active,True,Gujarat
POL019086,CUST002864,Life,3461646.0,62979.53,5837.07,2021-08-23,2023-08-13,24.0,AGT000300,Direct,None,Active,False,Rajasthan
POL019087,CUST049617,Health,615810.0,23314.76,1281.07,2024-02-23,2025-02-17,12.0,AGT000066,Agent,Accidental Death,Renewed,False,Haryana
POL019088,CUST015646,Health,3053217.0,143840.7,12377.19,2021-10-25,2026-09-29,60.0,AGT000083,Agent,None,Active,False,Rajasthan
POL019089,CUST013968,Motor,9611058.0,234216.12,33394.72,2022-04-01,2024-03-21,24.0,AGT000210,Bancassurance,Critical Illness,Lapsed,False,Uttar Pradesh
POL019090,CUST017109,Home,637825.0,4447.61,318.44,2020-03-13,2021-03-08,12.0,AGT000123,Direct,None,Active,False,Kerala
POL019091,CUST035725,Motor,146222.0,4297.3,700.89,2022-02-05,2023-01-31,12.0,AGT000108,Agent,None,Cancelled,False,Uttarakhand
POL019092,CUST047258,Crop,473707.0,29090.13,5074.7,2020-08-05,2022-07-26,24.0,AGT000021,Agent,Zero Dep,Cancelled,False,Punjab
POL019093,CUST048308,Crop,126596.0,6893.24,838.6,2023-09-10,2024-09-04,12.0,AGT000067,Online,Critical Illness,Renewed,False,Odisha
POL019094,CUST049618,Motor,13497388.0,348688.12,19003.47,2022-09-13,2025-08-28,36.0,AGT000489,Direct,None,Renewed,False,Delhi
POL019095,CUST026028,Health,9671645.0,494210.35,63538.14,2020-12-14,2022-12-04,24.0,AGT000102,Broker,None,Active,False,Uttar Pradesh
POL019096,CUST005009,Motor,627606.0,19247.34,2025.81,2020-10-12,2023-09-27,36.0,AGT000321,Direct,None,Active,False,Punjab
POL019097,CUST017049,Crop,2313133.0,138474.79,10433.14,2022-09-13,2023-09-08,12.0,AGT000064,Broker,Critical Illness,Active,False,Bihar
POL019098,CUST029812,Motor,678792.0,17823.93,2821.42,2023-05-04,2024-04-28,12.0,AGT000410,Direct,Accidental Death,Renewed,False,Bihar
POL019099,CUST039865,Motor,7190393.0,208690.89,17299.05,2023-05-15,2024-05-09,12.0,AGT000333,Agent,Critical Illness,Active,False,Uttar Pradesh
POL019100,CUST017332,Health,3642806.0,179403.43,22541.01,2021-06-10,2022-06-05,12.0,AGT000441,Online,None,Cancelled,False,Rajasthan
POL019101,CUST002337,Health,1125688.0,56521.94,2858.71,2022-06-06,2023-06-01,12.0,AGT000031,Online,Critical Illness,Cancelled,False,Maharashtra
POL019102,CUST042590,Health,10345557.0,387550.63,22905.24,2022-01-22,2023-01-17,12.0,AGT000097,Online,None,Lapsed,False,West Bengal
POL019103,CUST042993,Travel,2458637.0,121857.06,17754.51,2022-01-06,2023-01-01,12.0,AGT000453,Broker,None,Active,False,Telangana
POL019104,CUST002700,Motor,4697226.0,95627.65,16730.37,2023-06-17,2026-06-01,36.0,AGT000365,Bancassurance,None,Active,False,Telangana
POL019105,CUST003752,Motor,650640.0,16260.7,2458.49,2021-10-29,2022-10-24,12.0,AGT000012,Agent,Critical Illness,Cancelled,False,Uttar Pradesh
POL019106,CUST047018,Motor,3367603.0,69390.98,10369.0,2021-02-02,2024-01-18,36.0,AGT000226,Broker,None,Renewed,False,West Bengal
POL019107,CUST043173,Motor,93695.0,2128.55,109.29,2022-01-29,2025-01-13,36.0,AGT000485,Agent,Accidental Death,Active,False,Jharkhand
POL019108,CUST028630,Health,5753335.0,289839.64,35586.1,2023-05-31,2024-05-25,12.0,AGT000293,Online,None,Active,False,Uttar Pradesh
POL019109,CUST025855,Marine,95234.0,2266.71,299.9,2022-09-06,2023-09-01,12.0,AGT000176,Online,Accidental Death,Active,False,Gujarat
POL019110,CUST027324,Health,2345277.0,97462.75,11525.88,2022-03-23,2027-02-25,60.0,AGT000110,Online,Accidental Death,Lapsed,False,West Bengal
POL019111,CUST034711,Motor,460240.0,12552.54,1734.84,2020-11-17,2021-11-12,12.0,AGT000253,Agent,None,Renewed,False,Kerala
POL019112,CUST000036,Home,13482657.0,130583.64,23604.93,2022-09-09,2023-09-04,12.0,AGT000113,Direct,Zero Dep,Lapsed,False,Karnataka
POL019113,CUST033214,Motor,8724606.0,234943.52,15347.43,2022-08-18,2024-08-07,24.0,AGT000302,Direct,None,Lapsed,False,Karnataka
POL019114,CUST015810,Motor,135105.0,2765.75,226.95,2024-05-07,2025-05-02,12.0,AGT000153,Direct,Accidental Death,Lapsed,False,Uttar Pradesh
POL019115,CUST047398,Home,214911.0,1636.56,221.75,2020-01-26,2021-01-20,12.0,AGT000143,Online,Critical Illness,Active,False,Punjab
POL019116,CUST044313,Marine,8044000.0,185108.13,21334.82,2020-03-26,2021-03-21,12.0,AGT000477,Online,None,Active,True,Bihar
POL019117,CUST047539,Travel,1155382.0,60217.16,5595.17,2020-11-20,2021-11-15,12.0,AGT000166,Broker,Critical Illness,Renewed,False,Uttar Pradesh
POL019118,CUST004921,Home,4457052.0,44462.15,4083.19,2023-11-30,2024-11-24,12.0,AGT000117,Agent,Critical Illness,Active,False,Uttar Pradesh
POL019119,CUST016573,Home,10386711.0,76620.87,7210.56,2023-03-12,2024-03-06,12.0,AGT000137,Broker,Zero Dep,Renewed,False,Uttar Pradesh
POL019120,CUST024901,Motor,241924.0,6866.95,1083.03,2020-08-01,2021-07-27,12.0,AGT000156,Agent,None,Active,True,Delhi
POL019121,CUST015863,Health,144010.0,5563.12,439.01,2022-02-27,2024-02-17,24.0,AGT000131,Online,Zero Dep,Active,False,Uttar Pradesh
POL019122,CUST029293,Health,100869.0,3652.58,685.56,2021-01-05,2021-12-31,12.0,AGT000186,Direct,Critical Illness,Active,False,Maharashtra
POL019123,CUST003848,Motor,14651931.0,354224.42,46924.89,2021-08-13,2022-08-08,12.0,AGT000479,Bancassurance,None,Active,False,Kerala
POL019124,CUST031418,Life,14827638.0,180101.82,32795.25,2022-03-24,2023-03-19,12.0,AGT000076,Broker,Accidental Death,Lapsed,False,Rajasthan
POL019125,CUST025256,Home,2281854.0,17230.5,2763.81,2023-06-29,2024-06-23,12.0,AGT000416,Agent,Accidental Death,Renewed,False,Madhya Pradesh
POL019126,CUST007812,Motor,88658.0,1930.4,145.35,2020-11-09,2021-11-04,12.0,AGT000465,Bancassurance,Zero Dep,Active,False,Madhya Pradesh
POL019127,CUST032024,Motor,6372269.0,195138.67,22815.24,2020-02-22,2021-02-16,12.0,AGT000234,Online,Accidental Death,Active,False,West Bengal
POL019128,CUST000301,Health,2149262.0,69683.28,8136.23,2023-05-14,2024-05-08,12.0,AGT000251,Agent,None,Active,False,Telangana
POL019129,CUST046585,Marine,10803214.0,209352.01,39195.22,2023-01-14,2024-01-09,12.0,AGT000265,Agent,None,Renewed,False,Karnataka
POL019130,CUST041097,Motor,489774.0,15362.81,2767.12,2022-05-09,2023-05-04,12.0,AGT000396,Direct,Critical Illness,Active,False,Uttar Pradesh
POL019131,CUST032364,Health,14150845.0,539285.3,64012.91,2022-03-27,2023-03-22,12.0,AGT000352,Online,None,Active,False,Delhi
POL019132,CUST024386,Motor,4400360.0,98114.4,5355.27,2022-06-07,2024-05-27,24.0,AGT000245,Bancassurance,None,Renewed,False,Rajasthan
POL019133,CUST028460,Crop,235388.0,14449.62,833.24,2022-01-18,2023-01-13,12.0,AGT000204,Agent,Zero Dep,Active,False,Bihar
POL019134,CUST042749,Travel,9269742.0,450620.84,73837.35,2020-04-05,2022-03-26,24.0,AGT000446,Bancassurance,None,Active,False,Delhi
POL019135,CUST013560,Home,4067776.0,33144.1,6505.72,2024-05-21,2025-05-16,12.0,AGT000348,Agent,None,Renewed,False,Karnataka
POL019136,CUST031249,Crop,14511388.0,816077.94,53352.14,2023-09-21,2028-08-25,60.0,AGT000094,Agent,None,Renewed,False,Uttar Pradesh
POL019137,CUST026790,Motor,573087.0,12526.71,1734.83,2021-05-22,2024-05-06,36.0,AGT000275,Agent,None,Cancelled,False,Odisha
POL019138,CUST004006,Home,3038468.0,26158.89,3030.93,2021-02-11,2022-02-06,12.0,AGT000012,Agent,None,Active,False,Punjab
POL019139,CUST022253,Home,4396710.0,39764.61,5808.48,2023-02-02,2024-01-28,12.0,AGT000362,Agent,None,Renewed,True,Telangana
POL019140,CUST042109,Life,141124.0,2094.25,174.8,2024-04-22,2026-04-12,24.0,AGT000053,Broker,Critical Illness,Active,False,Tamil Nadu
POL019141,CUST010456,Motor,120005.0,3260.42,485.46,2023-05-27,2024-05-21,12.0,AGT000065,Agent,None,Active,False,Uttar Pradesh
POL019142,CUST044084,Marine,432108.0,10572.29,1461.74,2023-09-25,2024-09-19,12.0,AGT000470,Bancassurance,None,Cancelled,False,Maharashtra
POL019143,CUST030959,Motor,4783150.0,155224.77,15908.43,2020-03-20,2023-03-05,36.0,AGT000318,Direct,Accidental Death,Renewed,True,Uttar Pradesh
POL019144,CUST045645,Life,2360837.0,38074.46,3534.02,2020-08-15,2023-07-31,36.0,AGT000019,Agent,None,Active,False,Assam
POL019145,CUST011822,Travel,11871091.0,609931.27,108962.01,2020-12-06,2021-12-01,12.0,AGT000153,Direct,None,Active,False,Maharashtra
POL019146,CUST014695,Travel,141704.0,5887.55,366.15,2021-08-03,2023-07-24,24.0,AGT000130,Agent,None,Lapsed,False,Uttar Pradesh
POL019147,CUST047168,Motor,147288.0,3705.83,360.72,2023-01-27,2024-01-22,12.0,AGT000092,Agent,Zero Dep,Active,False,Jharkhand
POL019148,CUST046148,Motor,3395394.0,102677.04,16103.12,2024-01-23,2026-01-12,24.0,AGT000370,Broker,Critical Illness,Renewed,False,Maharashtra
POL019149,CUST000877,Life,96453.0,1277.81,254.27,2023-01-14,2024-01-09,12.0,AGT000358,Online,None,Active,False,Karnataka
POL019150,CUST014670,Health,299425.0,12526.45,2257.15,2020-02-01,2021-01-26,12.0,AGT000157,Agent,Zero Dep,Cancelled,False,Uttar Pradesh
POL019151,CUST017454,Motor,2018901.0,48351.22,4842.48,2023-04-27,2024-04-21,12.0,AGT000290,Broker,None,Cancelled,False,West Bengal
POL019152,CUST046908,Motor,6275600.0,189600.07,28311.94,2023-04-05,2028-03-09,60.0,AGT000157,Broker,None,Cancelled,False,Uttar Pradesh
POL019153,CUST022508,Life,196734.0,2560.68,336.11,2023-01-30,2025-01-19,24.0,AGT000278,Online,Accidental Death,Active,True,Kerala
POL019154,CUST048650,Motor,81671.0,2440.86,289.97,2022-03-13,2023-03-08,12.0,AGT000348,Broker,Critical Illness,Renewed,True,Uttar Pradesh
POL019155,CUST041404,Life,845036.0,13107.43,1798.25,2023-08-27,2024-08-21,12.0,AGT000067,Direct,Zero Dep,Active,False,Gujarat
POL019156,CUST030836,Health,186071.0,8064.78,860.92,2021-05-29,2023-05-19,24.0,AGT000161,Online,None,Cancelled,False,Maharashtra
POL019157,CUST041319,Health,2282868.0,77473.1,8650.89,2023-04-29,2024-04-23,12.0,AGT000275,Agent,None,Active,False,Uttar Pradesh
POL019158,CUST029130,Health,2990531.0,109541.06,14030.79,2022-04-26,2023-04-21,12.0,AGT000212,Agent,Zero Dep,Active,False,Bihar
POL019159,CUST008955,Life,6400101.0,83655.36,13033.03,2023-11-04,2024-10-29,12.0,AGT000004,Direct,None,Renewed,False,Tamil Nadu
POL019160,CUST041680,Life,177084.0,3063.67,419.03,2022-04-25,2025-04-09,36.0,AGT000220,Direct,Accidental Death,Renewed,False,Chhattisgarh
POL019161,CUST011464,Motor,171195.0,3962.52,640.73,2023-10-07,2024-10-01,12.0,AGT000060,Online,None,Renewed,False,Maharashtra
POL019162,CUST001492,Motor,8756228.0,195070.09,38834.56,2021-09-16,2022-09-11,12.0,AGT000460,Agent,Accidental Death,Active,False,Karnataka
POL019163,CUST032151,Motor,981927.0,25355.88,1655.16,2021-07-25,2022-07-20,12.0,AGT000277,Broker,None,Active,False,Uttar Pradesh
POL019164,CUST031117,Motor,714173.0,16230.61,2337.03,2020-05-06,2022-04-26,24.0,AGT000164,Bancassurance,Accidental Death,Active,False,West Bengal
POL019165,CUST018646,Motor,121870.0,3092.09,282.68,2022-09-27,2023-09-22,12.0,AGT000062,Online,None,Active,False,Rajasthan
POL019166,CUST043524,Crop,9103584.0,568196.01,106970.05,2023-10-15,2024-10-09,12.0,AGT000486,Agent,Accidental Death,Active,True,Kerala
POL019167,CUST045772,Life,4724862.0,58649.38,6002.26,2020-10-09,2021-10-04,12.0,AGT000137,Bancassurance,Zero Dep,Active,False,Uttar Pradesh
POL019168,CUST041090,Motor,718668.0,22612.07,3281.91,2021-05-01,2023-04-21,24.0,AGT000027,Direct,None,Active,False,Gujarat
POL019169,CUST003149,Motor,127445.0,3282.36,443.94,2023-04-21,2024-04-15,12.0,AGT000274,Agent,Accidental Death,Active,True,Tamil Nadu
POL019170,CUST038048,Crop,186550.0,10166.46,981.26,2021-04-08,2023-03-29,24.0,AGT000037,Agent,None,Active,False,Uttar Pradesh
POL019171,CUST005647,Motor,257667.0,6465.54,1244.94,2023-07-19,2024-07-13,12.0,AGT000257,Broker,None,Renewed,False,Tamil Nadu
POL019172,CUST018216,Health,120519.0,4343.91,830.77,2020-09-26,2023-09-11,36.0,AGT000231,Broker,Accidental Death,Renewed,False,Uttar Pradesh
POL019173,CUST035788,Life,7023783.0,132124.29,12082.54,2020-11-08,2021-11-03,12.0,AGT000252,Broker,Accidental Death,Active,False,Uttar Pradesh
POL019174,CUST008523,Health,96459.0,4802.99,688.9,2022-06-20,2024-06-09,24.0,AGT000305,Broker,Zero Dep,Active,False,Bihar
POL019175,CUST013776,Health,238144.0,10464.06,987.82,2020-01-01,2021-12-21,24.0,AGT000447,Online,None,Active,False,West Bengal
POL019176,CUST017713,Health,1289229.0,58442.97,4179.01,2023-02-06,2026-01-21,36.0,AGT000194,Direct,Critical Illness,Lapsed,False,Andhra Pradesh
POL019177,CUST002773,Motor,3620289.0,117638.59,14105.29,2020-05-16,2021-05-11,12.0,AGT000454,Bancassurance,Critical Illness,Active,False,Bihar
POL019178,CUST030485,Health,2228236.0,113420.94,10405.53,2021-06-13,2022-06-08,12.0,AGT000234,Agent,None,Cancelled,False,Rajasthan
POL019179,CUST018077,Life,3379177.0,60719.47,5854.6,2021-01-28,2022-01-23,12.0,AGT000389,Online,None,Active,False,Himachal Pradesh
POL019180,CUST004730,Health,297061.0,14810.52,1964.59,2021-09-18,2022-09-13,12.0,AGT000231,Online,Accidental Death,Active,False,Telangana
POL019181,CUST044406,Marine,4796023.0,96790.01,17726.06,2021-07-21,2022-07-16,12.0,AGT000020,Agent,None,Lapsed,False,West Bengal
POL019182,CUST022373,Motor,12419094.0,305356.59,18193.48,2020-12-08,2021-12-03,12.0,AGT000300,Bancassurance,Critical Illness,Renewed,False,Gujarat
POL019183,CUST000784,Health,203862.0,9884.74,518.25,2021-08-04,2022-07-30,12.0,AGT000375,Online,None,Active,True,Bihar
POL019184,CUST017572,Life,142697.0,2415.98,212.71,2024-02-09,2026-01-29,24.0,AGT000461,Direct,None,Lapsed,False,Uttar Pradesh
POL019185,CUST011957,Crop,2073353.0,153791.7,12950.88,2021-05-05,2022-04-30,12.0,AGT000196,Online,None,Active,False,Maharashtra
POL019186,CUST044735,Health,5116005.0,168749.85,21273.55,2023-10-05,2024-09-29,12.0,AGT000102,Bancassurance,None,Active,False,Jharkhand
POL019187,CUST043823,Health,6738815.0,226537.78,20407.73,2023-11-18,2025-11-07,24.0,AGT000497,Direct,None,Renewed,False,Delhi
POL019188,CUST042224,Life,10994580.0,204057.54,11465.69,2020-10-09,2021-10-04,12.0,AGT000142,Broker,None,Active,False,Karnataka
POL019189,CUST029496,Health,149378.0,5891.35,473.82,2021-06-06,2022-06-01,12.0,AGT000301,Online,None,Active,False,Telangana
POL019190,CUST031836,Health,10833179.0,465497.63,77199.37,2021-03-03,2024-02-16,36.0,AGT000100,Agent,None,Cancelled,False,Tamil Nadu
POL019191,CUST025290,Health,3262692.0,117313.91,9548.33,2023-09-11,2024-09-05,12.0,AGT000383,Online,Accidental Death,Active,True,Punjab
POL019192,CUST044189,Life,2376467.0,32138.48,3758.35,2021-10-07,2022-10-02,12.0,AGT000367,Online,Accidental Death,Lapsed,False,Uttarakhand
POL019193,CUST031638,Health,659186.0,26330.72,2982.97,2022-02-21,2023-02-16,12.0,AGT000065,Agent,Accidental Death,Active,False,Andhra Pradesh
POL019194,CUST027622,Travel,1460367.0,83831.94,4733.14,2022-07-29,2023-07-24,12.0,AGT000372,Broker,None,Active,True,Maharashtra
POL019195,CUST031631,Travel,182248.0,10881.14,1747.09,2023-03-01,2025-02-18,24.0,AGT000007,Agent,None,Active,True,Karnataka
POL019196,CUST038517,Life,1316819.0,17919.18,2083.35,2021-10-17,2022-10-12,12.0,AGT000199,Online,Zero Dep,Active,False,Uttar Pradesh
POL019197,CUST039553,Motor,6914034.0,207292.67,22830.48,2020-11-20,2022-11-10,24.0,AGT000479,Agent,None,Renewed,False,Telangana
POL019198,CUST036331,Home,7415673.0,61890.31,4670.4,2021-08-20,2022-08-15,12.0,AGT000253,Online,Critical Illness,Renewed,False,Karnataka
POL019199,CUST042003,Health,129442.0,5894.55,1155.06,2020-05-16,2025-04-20,60.0,AGT000012,Broker,Accidental Death,Active,False,Kerala
POL019200,CUST025789,Health,7179785.0,292273.16,25954.36,2021-08-04,2024-07-19,36.0,AGT000017,Online,Accidental Death,Active,False,Maharashtra
POL019201,CUST038209,Life,1279098.0,20401.93,3714.19,2022-11-10,2024-10-30,24.0,AGT000088,Direct,None,Active,False,Uttarakhand
POL019202,CUST022281,Motor,5768560.0,147136.9,18925.87,2023-04-19,2024-04-13,12.0,AGT000358,Direct,None,Active,True,Rajasthan
POL019203,CUST024471,Motor,106524.0,3214.7,545.54,2022-10-25,2023-10-20,12.0,AGT000256,Direct,Critical Illness,Renewed,False,Maharashtra
POL019204,CUST013451,Travel,112705.0,6219.28,408.09,2021-07-07,2022-07-02,12.0,AGT000437,Direct,None,Active,True,Gujarat
POL019205,CUST032275,Health,1305402.0,56828.88,10969.1,2020-06-28,2021-06-23,12.0,AGT000364,Agent,None,Active,False,Maharashtra
POL019206,CUST022380,Health,1283892.0,43590.8,4737.2,2024-06-12,2027-05-28,36.0,AGT000467,Online,None,Renewed,False,Punjab
POL019207,CUST018377,Health,5579126.0,193482.8,9989.36,2023-12-18,2024-12-12,12.0,AGT000186,Agent,Zero Dep,Active,True,Assam
POL019208,CUST004916,Motor,6657589.0,211873.84,10919.67,2023-03-20,2024-03-14,12.0,AGT000157,Agent,Critical Illness,Cancelled,False,Uttar Pradesh
POL019209,CUST032575,Home,715873.0,7016.15,932.71,2023-04-14,2024-04-08,12.0,AGT000014,Agent,Critical Illness,Active,True,Telangana
POL019210,CUST020755,Travel,251363.0,11705.04,1178.76,2023-06-01,2024-05-26,12.0,AGT000021,Direct,None,Renewed,False,West Bengal
POL019211,CUST027647,Health,262790.0,8477.55,1365.21,2022-07-16,2027-06-20,60.0,AGT000480,Online,Critical Illness,Lapsed,False,Madhya Pradesh
POL019212,CUST039970,Life,110482.0,1759.63,307.61,2022-10-28,2025-10-12,36.0,AGT000153,Agent,Accidental Death,Cancelled,False,Bihar
POL019213,CUST044119,Motor,14190332.0,289009.98,34744.41,2020-10-08,2022-09-28,24.0,AGT000289,Agent,Zero Dep,Renewed,True,Uttar Pradesh
POL019214,CUST010339,Health,1177487.0,38225.66,4549.38,2021-10-03,2022-09-28,12.0,AGT000458,Agent,None,Active,False,Maharashtra
POL019215,CUST038386,Crop,2836185.0,220111.09,34044.43,2022-05-25,2023-05-20,12.0,AGT000026,Direct,Accidental Death,Active,False,Maharashtra
POL019216,CUST026017,Health,5089077.0,192856.39,24431.89,2021-03-06,2024-02-19,36.0,AGT000105,Agent,None,Lapsed,False,Karnataka
POL019217,CUST040117,Home,3329042.0,30069.81,,2021-10-21,2022-10-16,12.0,AGT000042,Agent,None,Renewed,True,Chhattisgarh
POL019218,CUST014316,Health,3702790.0,145635.33,16801.97,2021-07-01,2022-06-26,12.0,AGT000118,Agent,Accidental Death,Active,False,Odisha
POL019219,CUST022365,Health,94570.0,4725.87,257.42,2022-02-27,2023-02-22,12.0,AGT000077,Broker,None,Active,False,Andhra Pradesh
POL019220,CUST001832,Crop,91762.0,6440.91,701.36,2022-10-29,2023-10-24,12.0,AGT000345,Direct,Accidental Death,Renewed,False,Karnataka
POL019221,CUST014655,Motor,116370.0,2331.66,286.14,2022-09-13,2024-09-02,24.0,AGT000325,Agent,Accidental Death,Active,True,Rajasthan
POL019222,CUST029270,Life,222878.0,2871.31,304.94,2020-03-11,2021-03-06,12.0,AGT000459,Online,None,Lapsed,False,Karnataka
POL019223,CUST045973,Travel,86088.0,3848.4,405.38,2022-07-25,2024-07-14,24.0,AGT000250,Agent,None,Active,True,Uttar Pradesh
POL019224,CUST008455,Life,715203.0,13813.54,2492.78,2023-09-28,2024-09-22,12.0,AGT000079,Agent,None,Lapsed,False,Delhi
POL019225,CUST030376,Motor,140732.0,3965.87,568.38,2023-09-11,2026-08-26,36.0,AGT000120,Direct,None,Active,False,West Bengal
POL019226,CUST034152,Motor,3646285.0,76858.88,5949.57,2021-03-30,2023-03-20,24.0,AGT000070,Agent,Accidental Death,Active,False,Madhya Pradesh
POL019227,CUST044863,Health,282300.0,13799.31,1495.56,2023-05-31,2024-05-25,12.0,AGT000146,Online,Critical Illness,Lapsed,False,Haryana
POL019228,CUST026216,Travel,106068.0,6448.25,1116.68,2021-02-02,2023-01-23,24.0,AGT000016,Direct,None,Renewed,False,Odisha
POL019229,CUST021224,Motor,84026.0,1970.84,170.51,2022-07-13,2024-07-02,24.0,AGT000269,Agent,Accidental Death,Active,False,Maharashtra
POL019230,CUST048302,Marine,13057730.0,284852.59,14614.58,2022-02-26,2025-02-10,36.0,AGT000026,Broker,Critical Illness,Active,False,Rajasthan
POL019231,CUST028929,Motor,644946.0,14210.12,1368.8,2023-01-04,2023-12-30,12.0,AGT000031,Online,Accidental Death,Active,False,Tamil Nadu
